"Waterbody","Pollutant","Pollutant Group","Test Fraction ","Current Categorization in 2020 IR","Impaired Use Class in 2020 IR","# Samples 1990-2021","# Detects 1990-2021","# Exceedances 1990-2021","# of Samples Within Last 10 Years (2011-2021)","# of Exceedances Within Last 10 Years (2011 - 2021)","# of Samples Within Last 5 Years (2016 - 2021)","# Samples Since Last Exceed-ance","Class C CCC Criterion (ug/L)","ccc_dl_ratio_range","Class C CMC Criterion (ug/L)","Range of Ratios Between Detection Limit and Criterion for CMC","Was Last Exceedance Within Current 5-year Assessment Period (2016 - 2021)?","Reevaluation Categorization Decision for Class C","Decision Logic Case #","Updated TMDL?"
"PINEY BRANCH","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,"4a","1","1","1","0","1","0","0","0","3.8E-3","0.0342 - 1.29","5.1999999999999998E-2","0.00025 -0.00942",NA,"Move to Category 3","2","No"
"POPE BRANCH","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,"4a","6","7","3","0","7","0","4","0","3.8E-3","0.0342 - 1.29","5.1999999999999998E-2","0.00025 -0.00942",NA,"Move to Category 3","2","Yes"
"PORTAL BRANCH","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,"4a","1","2","2","0","2","0","0","0","3.8E-3","0.0342 - 1.29","5.1999999999999998E-2","0.00025 -0.00942",NA,"Move to Category 3","2","No"
"POTOMAC LOWER","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,"Not Listed","13","13","0","0","13","0","13","0","3.8E-3","0.0342 - 1.29","5.1999999999999998E-2","0.00025 -0.00942",NA,"Not listed - take no action","15","No"
"POTOMAC MIDDLE","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,"Not Listed","13","13","1","0","13","0","13","0","3.8E-3","0.0342 - 1.29","5.1999999999999998E-2","0.00025 -0.00942",NA,"Not listed - take no action","15","No"
"POTOMAC UPPER","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,"Not Listed","13","13","1","0","13","0","13","0","3.8E-3","0.0342 - 1.29","5.1999999999999998E-2","0.00025 -0.00942",NA,"Not listed - take no action","15","No"
"ROCK CREEK LOWER","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,"Not Listed","13","13","7","0","13","0","13","0","3.8E-3","0.0342 - 1.29","5.1999999999999998E-2","0.00025 -0.00942",NA,"Not listed - take no action","15","No"
"ROCK CREEK UPPER","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,"4a","0","0","0","0","0","0","0","No exceedance","3.8E-3","0.0342 - 1.29","5.1999999999999998E-2","0.00025 -0.00942",NA,"Move to Category 3","2","No"
"SOAPSTONE CREEK","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,"4a","1","1","1","0","1","0","0","0","3.8E-3","0.0342 - 1.29","5.1999999999999998E-2","0.00025 -0.00942",NA,"Move to Category 3","2","No"
"TEXAS AVENUE TRIBUTARY","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,"4a","6","6","3","0","6","0","3","0","3.8E-3","0.0342 - 1.29","5.1999999999999998E-2","0.00025 -0.00942",NA,"Move to Category 3","2","Yes"
"TIDAL BASIN","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,"3","3","3","0","0","3","0","0","0","3.8E-3","0.0342 - 1.29","5.1999999999999998E-2","0.00025 -0.00942",NA,"Remove from Category 3","8","No"
"WASHINGTON SHIP CHANNEL","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,"3","7","19","0","0","19","0","12","0","3.8E-3","0.0342 - 1.29","5.1999999999999998E-2","0.00025 -0.00942",NA,"Keep in Category 3","9","No"
"WATTS BRANCH LOWER","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,"3","6","7","0","0","7","0","4","0","3.8E-3","0.0342 - 1.29","5.1999999999999998E-2","0.00025 -0.00942",NA,"Keep in Category 3","9","No"
"WATTS BRANCH UPPER","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,"3","13","13","1","0","13","0","13","0","3.8E-3","0.0342 - 1.29","5.1999999999999998E-2","0.00025 -0.00942",NA,"Keep in Category 3","9","No"
"BATTERY KEMBLE CREEK","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","3.8E-3","0.0342 - 1.29","5.1999999999999998E-2","0.00025 -0.00942",NA,"Not listed - take no action","15","No"
"C&O CANAL","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","3.8E-3","0.0342 - 1.29","5.1999999999999998E-2","0.00025 -0.00942",NA,"Not listed - take no action","15","No"
"FORT CHAPLIN TRIBUTARY","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","3.8E-3","0.0342 - 1.29","5.1999999999999998E-2","0.00025 -0.00942",NA,"Not listed - take no action","15","No"
"FORT DAVIS TRIBUTARY","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","3.8E-3","0.0342 - 1.29","5.1999999999999998E-2","0.00025 -0.00942",NA,"Not listed - take no action","15","No"
"FOUNDRY BRANCH","HEPTACHLOR_EPOXIDE","HEPTACHLOR_EPOXIDE",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","3.8E-3","0.0342 - 1.29","5.1999999999999998E-2","0.00025 -0.00942",NA,"Not listed - take no action","15","No"
"ANACOSTIA LOWER","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"4a","24","52","2","0","52","0","40","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 4a","0","Yes"
"ANACOSTIA UPPER","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"4a","14","56","2","0","56","0","37","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 4a","0","Yes"
"BROAD BRANCH","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"Not Listed","14","14","1","0","14","0","13","0","no criteria",NA,"no criteria",NA,NA,"Not listed - take no action","0","No"
"DALECARLIA TRIBUTARY","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"3","1","1","0","0","1","0","0","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 3","0","No"
"DUMBARTON OAKS","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"3","14","15","0","0","15","0","13","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 3","0","No"
"FENWICK BRANCH","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"3","1","1","0","0","1","0","0","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 3","0","No"
"FORT DUPONT TRIBUTARY","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"Not Listed","13","13","0","0","13","0","13","0","no criteria",NA,"no criteria",NA,NA,"Not listed - take no action","0","No"
"FORT STANTON TRIBUTARY","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"4a","19","20","0","0","20","0","16","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 4a","0","Yes"
"HICKEY RUN","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"4a","5","6","0","0","6","0","3","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 4a","0","Yes"
"KINGMAN LAKE","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"4a","13","25","1","0","25","0","15","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 4a","0","Yes"
"KLINGLE VALLEY","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"3","1","1","0","0","1","0","0","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 3","0","No"
"LUZON BRANCH","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"3","1","1","0","0","1","0","0","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 3","0","No"
"MELVIN HAZEN VALLEY BRANCH","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"3","14","14","0","0","14","0","13","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 3","0","No"
"NASH RUN","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"4a","6","7","1","0","7","0","3","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 4a","0","Yes"
"NORMANSTONE CREEK","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"Not Listed","1","1","0","0","1","0","0","0","no criteria",NA,"no criteria",NA,NA,"Not listed - take no action","0","No"
"OXON RUN","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"3","1","1","0","0","1","0","0","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 3","0","No"
"PINEHURST BRANCH","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"3","1","1","0","0","1","0","0","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 3","0","No"
"PINEY BRANCH","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"3","1","1","0","0","1","0","0","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 3","0","No"
"POPE BRANCH","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"4a","6","7","1","0","7","0","4","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 4a","0","Yes"
"PORTAL BRANCH","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"3","1","2","0","0","2","0","0","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 3","0","No"
"POTOMAC LOWER","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"Not Listed","13","13","0","0","13","0","13","0","no criteria",NA,"no criteria",NA,NA,"Not listed - take no action","0","No"
"POTOMAC MIDDLE","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"Not Listed","13","13","1","0","13","0","13","0","no criteria",NA,"no criteria",NA,NA,"Not listed - take no action","0","No"
"POTOMAC UPPER","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"Not Listed","13","13","1","0","13","0","13","0","no criteria",NA,"no criteria",NA,NA,"Not listed - take no action","0","No"
"ROCK CREEK LOWER","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"Not Listed","13","13","1","0","13","0","13","0","no criteria",NA,"no criteria",NA,NA,"Not listed - take no action","0","No"
"ROCK CREEK UPPER","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","no criteria",NA,"no criteria",NA,NA,"Not listed - take no action","0","No"
"SOAPSTONE CREEK","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"3","1","1","0","0","1","0","0","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 3","0","No"
"TEXAS AVENUE TRIBUTARY","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"4a","6","6","0","0","6","0","3","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 4a","0","Yes"
"TIDAL BASIN","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"3","3","3","0","0","3","0","0","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 3","0","No"
"WASHINGTON SHIP CHANNEL","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"3","7","19","2","0","19","0","12","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 3","0","No"
"WATTS BRANCH LOWER","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"3","3","3","0","0","3","0","0","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 3","0","No"
"WATTS BRANCH UPPER","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"3","13","13","0","0","13","0","13","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 3","0","No"
"BATTERY KEMBLE CREEK","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","no criteria",NA,"no criteria",NA,NA,"Not listed - take no action","0","No"
"C&O CANAL","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","no criteria",NA,"no criteria",NA,NA,"Not listed - take no action","0","No"
"FORT CHAPLIN TRIBUTARY","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","no criteria",NA,"no criteria",NA,NA,"Not listed - take no action","0","No"
"FORT DAVIS TRIBUTARY","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","no criteria",NA,"no criteria",NA,NA,"Not listed - take no action","0","No"
"FOUNDRY BRANCH","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","no criteria",NA,"no criteria",NA,NA,"Not listed - take no action","0","No"
"ANACOSTIA LOWER","NAPHTHALENE","PAH1",NA,"4a","24","52","0","0","52","0","40","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 4a","3","Yes"
"ANACOSTIA UPPER","NAPHTHALENE","PAH1",NA,"4a","14","56","3","0","56","0","37","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 4a","3","Yes"
"BROAD BRANCH","NAPHTHALENE","PAH1",NA,"Not Listed","15","15","0","0","14","0","13","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Not listed - take no action","15","No"
"DALECARLIA TRIBUTARY","NAPHTHALENE","PAH1",NA,"3","1","1","1","0","1","0","0","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 3","8","No"
"DUMBARTON OAKS","NAPHTHALENE","PAH1",NA,"3","15","16","0","0","15","0","13","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 3","10","No"
"FENWICK BRANCH","NAPHTHALENE","PAH1",NA,"3","2","2","0","0","1","0","0","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 3","8","No"
"FORT DUPONT TRIBUTARY","NAPHTHALENE","PAH1",NA,"Not Listed","13","13","0","0","13","0","13","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Not listed - take no action","15","No"
"FORT STANTON TRIBUTARY","NAPHTHALENE","PAH1",NA,"4a","19","20","1","0","20","0","16","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 4a","3","Yes"
"HICKEY RUN","NAPHTHALENE","PAH1",NA,"4a","5","6","2","0","6","0","3","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 4a","3","Yes"
"KINGMAN LAKE","NAPHTHALENE","PAH1",NA,"4a","13","25","2","0","25","0","15","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 4a","3","Yes"
"KLINGLE VALLEY","NAPHTHALENE","PAH1",NA,"3","1","1","0","0","1","0","0","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 3","8","No"
"LUZON BRANCH","NAPHTHALENE","PAH1",NA,"3","2","3","0","0","1","0","0","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 3","8","No"
"MELVIN HAZEN VALLEY BRANCH","NAPHTHALENE","PAH1",NA,"3","14","14","0","0","14","0","13","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 3","10","No"
"NASH RUN","NAPHTHALENE","PAH1",NA,"4a","6","7","2","0","7","0","3","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 4a","3","Yes"
"NORMANSTONE CREEK","NAPHTHALENE","PAH1",NA,"Not Listed","2","2","0","0","1","0","0","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Not listed - take no action","15","No"
"OXON RUN","NAPHTHALENE","PAH1",NA,"3","1","1","0","0","1","0","0","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 3","8","No"
"PINEHURST BRANCH","NAPHTHALENE","PAH1",NA,"3","2","4","0","0","1","0","0","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 3","8","No"
"PINEY BRANCH","NAPHTHALENE","PAH1",NA,"3","2","3","0","0","1","0","0","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 3","8","No"
"POPE BRANCH","NAPHTHALENE","PAH1",NA,"4a","6","7","0","0","7","0","4","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 4a","3","Yes"
"PORTAL BRANCH","NAPHTHALENE","PAH1",NA,"3","1","2","0","0","2","0","0","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 3","8","No"
"POTOMAC LOWER","NAPHTHALENE","PAH1",NA,"Not Listed","13","13","0","0","13","0","13","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Not listed - take no action","15","No"
"POTOMAC MIDDLE","NAPHTHALENE","PAH1",NA,"Not Listed","13","13","1","0","13","0","13","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Not listed - take no action","15","No"
"POTOMAC UPPER","NAPHTHALENE","PAH1",NA,"Not Listed","13","13","0","0","13","0","13","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Not listed - take no action","15","No"
"ROCK CREEK LOWER","NAPHTHALENE","PAH1",NA,"Not Listed","14","21","0","0","13","0","13","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Not listed - take no action","15","No"
"ROCK CREEK UPPER","NAPHTHALENE","PAH1",NA,"Not Listed","6","23","2","0","0","0","0","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Not listed - take no action","15","No"
"SOAPSTONE CREEK","NAPHTHALENE","PAH1",NA,"3","2","2","0","0","1","0","0","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 3","8","No"
"TEXAS AVENUE TRIBUTARY","NAPHTHALENE","PAH1",NA,"4a","6","6","1","0","6","0","3","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 4a","3","Yes"
"TIDAL BASIN","NAPHTHALENE","PAH1",NA,"3","3","3","1","0","3","0","0","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 3","8","No"
"WASHINGTON SHIP CHANNEL","NAPHTHALENE","PAH1",NA,"3","7","19","0","0","19","0","12","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 3","10","No"
"WATTS BRANCH LOWER","NAPHTHALENE","PAH1",NA,"3","3","3","1","0","3","0","0","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 3","8","No"
"WATTS BRANCH UPPER","NAPHTHALENE","PAH1",NA,"3","13","13","0","0","13","0","13","0","600","0.0000217 - 0.000667","no criteria",NA,NA,"Remove from Category 3","10","No"
"BATTERY KEMBLE CREEK","NAPHTHALENE","PAH1",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,NA,"Not listed - take no action","15","No"
"C&O CANAL","NAPHTHALENE","PAH1",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,NA,"Not listed - take no action","15","No"
"FORT CHAPLIN TRIBUTARY","NAPHTHALENE","PAH1",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,NA,"Not listed - take no action","15","No"
"FORT DAVIS TRIBUTARY","NAPHTHALENE","PAH1",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,NA,"Not listed - take no action","15","No"
"FOUNDRY BRANCH","NAPHTHALENE","PAH1",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,NA,"Not listed - take no action","15","No"
"ANACOSTIA LOWER","PCB_TOTAL","PCB_TOTAL",NA,"4a","13","41","41","0","41","0","29","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"ANACOSTIA UPPER","PCB_TOTAL","PCB_TOTAL",NA,"4a","8","30","30","2","30","2","18","24","1.4E-2","NA - all results detected","no criteria",NA,"No","Keep in Category 4a","1","No"
"BROAD BRANCH","PCB_TOTAL","PCB_TOTAL",NA,"4a","6","6","6","0","6","0","5","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"DALECARLIA TRIBUTARY","PCB_TOTAL","PCB_TOTAL",NA,"4a","1","1","1","0","1","0","0","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"DUMBARTON OAKS","PCB_TOTAL","PCB_TOTAL",NA,"4a","6","7","7","1","7","1","5","4","1.4E-2","NA - all results detected","no criteria",NA,"Yes","Keep in Category 4a","5","No"
"FENWICK BRANCH","PCB_TOTAL","PCB_TOTAL",NA,"4a","1","1","1","0","1","0","0","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"FORT DUPONT TRIBUTARY","PCB_TOTAL","PCB_TOTAL",NA,"Not Listed","5","5","5","0","5","0","5","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Not listed - take no action","15","No"
"FORT STANTON TRIBUTARY","PCB_TOTAL","PCB_TOTAL",NA,"4a","8","9","9","0","9","0","5","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"HICKEY RUN","PCB_TOTAL","PCB_TOTAL",NA,"4a","3","3","3","0","3","0","0","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"KINGMAN LAKE","PCB_TOTAL","PCB_TOTAL",NA,"4a","7","18","18","0","18","0","12","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"KLINGLE VALLEY","PCB_TOTAL","PCB_TOTAL",NA,"4a","1","1","1","0","1","0","0","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"LUZON BRANCH","PCB_TOTAL","PCB_TOTAL",NA,"4a","1","1","1","0","1","0","0","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"MELVIN HAZEN VALLEY BRANCH","PCB_TOTAL","PCB_TOTAL",NA,"4a","6","6","6","0","6","0","5","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"NASH RUN","PCB_TOTAL","PCB_TOTAL",NA,"4a","3","4","4","0","4","0","0","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"NORMANSTONE CREEK","PCB_TOTAL","PCB_TOTAL",NA,"4a","1","1","1","0","1","0","0","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"OXON RUN","PCB_TOTAL","PCB_TOTAL",NA,"4a","0","0","0","0","0","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"PINEHURST BRANCH","PCB_TOTAL","PCB_TOTAL",NA,"4a","1","1","1","0","1","0","0","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"PINEY BRANCH","PCB_TOTAL","PCB_TOTAL",NA,"4a","1","1","1","0","1","0","0","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"POPE BRANCH","PCB_TOTAL","PCB_TOTAL",NA,"4a","3","3","3","0","3","0","0","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"PORTAL BRANCH","PCB_TOTAL","PCB_TOTAL",NA,"4a","1","2","2","0","2","0","0","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"POTOMAC LOWER","PCB_TOTAL","PCB_TOTAL",NA,"4a","5","5","5","0","5","0","5","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"POTOMAC MIDDLE","PCB_TOTAL","PCB_TOTAL",NA,"4a","5","5","5","0","5","0","5","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"POTOMAC UPPER","PCB_TOTAL","PCB_TOTAL",NA,"4a","5","5","5","0","5","0","5","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"ROCK CREEK LOWER","PCB_TOTAL","PCB_TOTAL",NA,"Not Listed","5","5","5","0","5","0","5","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Not listed - take no action","15","No"
"ROCK CREEK UPPER","PCB_TOTAL","PCB_TOTAL",NA,"4a","0","0","0","0","0","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"SOAPSTONE CREEK","PCB_TOTAL","PCB_TOTAL",NA,"4a","1","1","1","0","1","0","0","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"TEXAS AVENUE TRIBUTARY","PCB_TOTAL","PCB_TOTAL",NA,"4a","3","3","3","0","3","0","0","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"TIDAL BASIN","PCB_TOTAL","PCB_TOTAL",NA,"4a","0","0","0","0","0","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"WASHINGTON SHIP CHANNEL","PCB_TOTAL","PCB_TOTAL",NA,"4a","4","16","16","0","16","0","12","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"WATTS BRANCH LOWER","PCB_TOTAL","PCB_TOTAL",NA,"4a","3","3","3","0","3","0","0","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"WATTS BRANCH UPPER","PCB_TOTAL","PCB_TOTAL",NA,"4a","5","5","5","0","5","0","5","0","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"BATTERY KEMBLE CREEK","PCB_TOTAL","PCB_TOTAL",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,NA,"Not listed - take no action","15","No"
"C&O CANAL","PCB_TOTAL","PCB_TOTAL",NA,"4a","0","0","0","0","0","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,NA,"Move to Category 3","2","No"
"FORT CHAPLIN TRIBUTARY","PCB_TOTAL","PCB_TOTAL",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,NA,"Not listed - take no action","15","No"
"FORT DAVIS TRIBUTARY","PCB_TOTAL","PCB_TOTAL",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,NA,"Not listed - take no action","15","No"
"FOUNDRY BRANCH","PCB_TOTAL","PCB_TOTAL",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,NA,"Not listed - take no action","15","No"
"ANACOSTIA LOWER","PYRENE","PAH2",NA,"4a","24","52","14","0","52","0","40","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 4a","0","Yes"
"ANACOSTIA UPPER","PYRENE","PAH2",NA,"4a","14","56","30","0","56","0","37","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 4a","0","Yes"
"BROAD BRANCH","PYRENE","PAH2",NA,"Not Listed","15","15","0","0","14","0","13","0","no criteria",NA,"no criteria",NA,NA,"Not listed - take no action","0","No"
"DALECARLIA TRIBUTARY","PYRENE","PAH2",NA,"3","1","1","0","0","1","0","0","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 3","0","No"
"DUMBARTON OAKS","PYRENE","PAH2",NA,"3","15","16","1","0","15","0","13","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 3","0","No"
"FENWICK BRANCH","PYRENE","PAH2",NA,"3","2","2","1","0","1","0","0","0","no criteria",NA,"no criteria",NA,NA,"Remove from Category 3","0","No"
"FORT DUPONT TRIBUTARY","PYRENE","PAH2",NA,"Not Listed","13","13","0","0","13","0","13","0","no criteria",NA,"no criteria",NA,NA,"Not listed - take no action","0","No"
