"waterbody_segment","pollutant_name","test_fraction","pollutant_group","n_samples","most_recent_sample_year","n_detects","most_recent_detect_year","n_sample_dates","n_ccc_exceedance","n_cmc_exceedance","n_d_exceedance","most_recent_ccc_exceedance_date","most_recent_ccc_exceedance_year","most_recent_cmc_exceedance_date","most_recent_cmc_exceedance_year","most_recent_d_exceedance_date","most_recent_d_exceedance_year","n_since_most_recent_ccc_exceedance","n_since_most_recent_cmc_exceedance","n_since_most_recent_d_exceedance","n_samples_2011_to_2021","most_recent_sample_2011_to_2021","n_detects_2011_to_2021","most_recent_detect_2011_to_2021","n_ccc_exceedance_2011_to_2021","n_cmc_exceedance_2011_to_2021","n_d_exceedance_2011_to_2021","n_samples_2016_to_2021","most_recent_sample_2016_to_2021","n_detects_2016_to_2021","most_recent_detect_2016_to_2021","n_ccc_exceedance_2016_to_2021","n_cmc_exceedance_2016_to_2021","n_d_exceedance_2016_to_2021","n_c_exceedance","n_c_exceedance_2011_to_2021","n_c_exceedance_2016_to_2021","n_since_most_recent_c_exceedance","most_recent_c_exceedance_date","current_category","ccc_criterion","ccc_dl_ratio_range","ccc_dl_ratio","cmc_criterion","cmc_dl_ratio_range","cmc_dl_ratio","c_criterion","c_dl_ratio","d_criterion","d_dl_ratio_range","d_dl_ratio","tidal_type","fish_tissue_results_class_d","updated_tmdl","d_decision_case_number","decision_category","d_decision_description"
"ANACOSTIA UPPER","4_4_DDE",NA,"DDE",105,2019,1,"2018",17,1,0,1,2018-08-30,"2018",NA,"Never",2018-08-30,"2018",54,0,54,105,2019,1,"2018",1,0,1,86,2019,1,"2018",1,0,1,1,1,1,54,2018-08-30,"4a","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Tidal","No exceedances","Yes",5,"Category 4a","Keep in Category 4a"
"BROAD BRANCH","4_4_DDE",NA,"DDE",14,2021,0,"Never",14,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,14,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,0,0,0,0,NA,"Not Listed","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"DALECARLIA TRIBUTARY","4_4_DDE",NA,"DDE",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"3","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",8,"Category 2","Remove from Category 3"
"DUMBARTON OAKS","4_4_DDE",NA,"DDE",15,2021,1,"2020",14,1,0,1,2020-08-12,"2020",NA,"Never",2020-08-12,"2020",10,0,10,15,2021,1,"2020",1,0,1,13,2021,1,"2020",1,0,1,1,1,1,10,2020-08-12,"3","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",12,"Category 3","Keep in Category 3"
"FENWICK BRANCH","4_4_DDE",NA,"DDE",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"3","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",8,"Category 2","Remove from Category 3"
"FORT DUPONT TRIBUTARY","4_4_DDE",NA,"DDE",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,0,0,0,0,NA,"Not Listed","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"FORT STANTON TRIBUTARY","4_4_DDE",NA,"DDE",17,2021,1,"2020",16,0,0,1,NA,"Never",NA,"Never",2020-12-08,"2020",0,0,6,17,2021,1,"2020",0,0,1,13,2021,1,"2020",0,0,1,0,0,0,0,NA,"Not Listed","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",18,"Category 3","Move to Category 3"
"HICKEY RUN","4_4_DDE",NA,"DDE",6,2019,1,"2014",5,0,0,1,NA,"Never",NA,"Never",2014-01-12,"2014",0,0,3,6,2019,1,"2014",0,0,1,3,2019,0,"Never",0,0,0,0,0,0,0,NA,"4a","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","Yes",5,"Category 4a","Keep in Category 4a"
"KINGMAN LAKE","4_4_DDE",NA,"DDE",25,2019,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,25,2019,0,"Never",0,0,0,15,2019,0,"Never",0,0,0,0,0,0,0,NA,"3","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Tidal","No exceedances","No",9,"Category 3","Keep in Category 3"
"KLINGLE VALLEY","4_4_DDE",NA,"DDE",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"3","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",8,"Category 2","Remove from Category 3"
"LUZON BRANCH","4_4_DDE",NA,"DDE",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"3","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",8,"Category 2","Remove from Category 3"
"MELVIN HAZEN VALLEY BRANCH","4_4_DDE",NA,"DDE",14,2021,1,"2020",14,1,0,1,2020-09-10,"2020",NA,"Never",2020-09-10,"2020",9,0,9,14,2021,1,"2020",1,0,1,13,2021,1,"2020",1,0,1,1,1,1,9,2020-09-10,"3","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",12,"Category 3","Keep in Category 3"
"NASH RUN","4_4_DDE",NA,"DDE",7,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,7,2019,0,"Never",0,0,0,3,2019,0,"Never",0,0,0,0,0,0,0,NA,"3","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",9,"Category 3","Keep in Category 3"
"NORMANSTONE CREEK","4_4_DDE",NA,"DDE",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"Not Listed","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"OXON RUN","4_4_DDE",NA,"DDE",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"Not Listed","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"PINEHURST BRANCH","4_4_DDE",NA,"DDE",2,2013,0,"Never",2,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"3","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",8,"Category 2","Remove from Category 3"
"PINEY BRANCH","4_4_DDE",NA,"DDE",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"3","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",8,"Category 2","Remove from Category 3"
"POPE BRANCH","4_4_DDE",NA,"DDE",7,2019,1,"2014",6,0,0,1,NA,"Never",NA,"Never",2014-01-12,"2014",0,0,4,7,2019,1,"2014",0,0,1,4,2019,0,"Never",0,0,0,0,0,0,0,NA,"4a","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","Yes",5,"Category 4a","Keep in Category 4a"
"PORTAL BRANCH","4_4_DDE",NA,"DDE",2,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,2,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"3","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",8,"Category 2","Remove from Category 3"
"POTOMAC LOWER","4_4_DDE",NA,"DDE",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,0,0,0,0,NA,"Not Listed","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Tidal","No exceedances","No",15,"Category 2","Not listed - take no action"
"POTOMAC MIDDLE","4_4_DDE",NA,"DDE",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,0,0,0,0,NA,"Not Listed","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Tidal","No exceedances","No",15,"Category 2","Not listed - take no action"
"POTOMAC UPPER","4_4_DDE",NA,"DDE",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,0,0,0,0,NA,"Not Listed","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Tidal","No exceedances","No",15,"Category 2","Not listed - take no action"
"ROCK CREEK LOWER","4_4_DDE",NA,"DDE",14,2021,2,"2020",14,2,0,2,2020-12-08,"2020",NA,"Never",2020-12-08,"2020",6,0,6,13,2021,2,"2020",2,0,2,13,2021,2,"2020",2,0,2,2,2,2,6,2020-12-08,"Not Listed","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",14,"Category 5","Move to Category 5"
"ROCK CREEK UPPER","4_4_DDE",NA,"DDE",19,2000,0,"Never",18,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,"Not Listed","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"SOAPSTONE CREEK","4_4_DDE",NA,"DDE",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"3","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",8,"Category 2","Remove from Category 3"
"TEXAS AVENUE TRIBUTARY","4_4_DDE",NA,"DDE",6,2019,3,"2019",6,1,0,3,2014-01-12,"2014",NA,"Never",2019-06-11,"2019",3,0,0,6,2019,3,"2019",1,0,3,3,2019,1,"2019",0,0,1,1,1,0,3,2014-01-12,"4a","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","Yes",1,"Category 4a","Keep in Category 4a"
"TIDAL BASIN","4_4_DDE",NA,"DDE",3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,3,2014,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"3","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Tidal","No exceedances","No",8,"Category 2","Remove from Category 3"
"WASHINGTON SHIP CHANNEL","4_4_DDE",NA,"DDE",19,2016,0,"Never",7,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,19,2016,0,"Never",0,0,0,12,2016,0,"Never",0,0,0,0,0,0,0,NA,"3","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Tidal","No exceedances","No",9,"Category 3","Keep in Category 3"
"WATTS BRANCH LOWER","4_4_DDE",NA,"DDE",7,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,7,2019,0,"Never",0,0,0,4,2019,0,"Never",0,0,0,0,0,0,0,NA,"3","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",9,"Category 3","Keep in Category 3"
"WATTS BRANCH UPPER","4_4_DDE",NA,"DDE",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,0,0,0,0,NA,"3","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",9,"Category 3","Keep in Category 3"
"BATTERY KEMBLE CREEK","4_4_DDE",NA,"DDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"C&O CANAL","4_4_DDE",NA,"DDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"FORT CHAPLIN TRIBUTARY","4_4_DDE",NA,"DDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"FORT DAVIS TRIBUTARY","4_4_DDE",NA,"DDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"FOUNDRY BRANCH","4_4_DDE",NA,"DDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed","1E-3","0.1 - 6","greater than 1","1.1000000000000001","0.0000909 - 0.00545","less than 1","1E-3","greater than 1","1.8e-05","5.56 - 333","greater than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"ANACOSTIA LOWER","4_4_DDT",NA,"DDT",52,2021,5,"2021",24,2,0,5,2021-06-16,"2021",NA,"Never",2021-06-16,"2021",0,0,0,52,2021,5,"2021",2,0,5,40,2021,5,"2021",2,0,5,2,2,2,0,2021-06-16,"4a","1E-3","0.28 - 3.7","greater than 1","1.1000000000000001","0.000255 - 0.00336","less than 1","1E-3","greater than 1","3e-05","9.33 - 123","greater than 1","Tidal","No exceedances","Yes",1,"Category 4a","Keep in Category 4a"
"ANACOSTIA UPPER","4_4_DDT",NA,"DDT",105,2019,16,"2018",17,12,0,16,2018-12-20,"2018",NA,"Never",2018-12-20,"2018",23,0,23,105,2019,16,"2018",12,0,16,86,2019,11,"2018",7,0,11,12,12,7,23,2018-12-20,"4a","1E-3","0.28 - 3.7","greater than 1","1.1000000000000001","0.000255 - 0.00336","less than 1","1E-3","greater than 1","3e-05","9.33 - 123","greater than 1","Tidal","No exceedances","Yes",1,"Category 4a","Keep in Category 4a"
"BROAD BRANCH","4_4_DDT",NA,"DDT",14,2021,2,"2021",14,1,0,2,2020-12-08,"2020",NA,"Never",2021-03-17,"2021",6,0,3,14,2021,2,"2021",1,0,2,13,2021,2,"2021",1,0,2,1,1,1,6,2020-12-08,"Not Listed","1E-3","0.28 - 3.7","greater than 1","1.1000000000000001","0.000255 - 0.00336","less than 1","1E-3","greater than 1","3e-05","9.33 - 123","greater than 1","Non-tidal","NA - not sampled","No",14,"Category 5","Move to Category 5"
"DALECARLIA TRIBUTARY","4_4_DDT",NA,"DDT",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"3","1E-3","0.28 - 3.7","greater than 1","1.1000000000000001","0.000255 - 0.00336","less than 1","1E-3","greater than 1","3e-05","9.33 - 123","greater than 1","Non-tidal","NA - not sampled","No",8,"Category 2","Remove from Category 3"
"DUMBARTON OAKS","4_4_DDT",NA,"DDT",15,2021,3,"2020",14,2,0,3,2020-09-11,"2020",NA,"Never",2020-09-11,"2020",9,0,9,15,2021,3,"2020",2,0,3,13,2021,3,"2020",2,0,3,2,2,2,9,2020-09-11,"3","1E-3","0.28 - 3.7","greater than 1","1.1000000000000001","0.000255 - 0.00336","less than 1","1E-3","greater than 1","3e-05","9.33 - 123","greater than 1","Non-tidal","NA - not sampled","No",7,"Category 5","Move to Category 5"
"FENWICK BRANCH","4_4_DDT",NA,"DDT",1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",0,0,0,1,2013,1,"2013",0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"4a","1E-3","0.28 - 3.7","greater than 1","1.1000000000000001","0.000255 - 0.00336","less than 1","1E-3","greater than 1","3e-05","9.33 - 123","greater than 1","Non-tidal","NA - not sampled","No",4,"Category 4a","Keep in Category 4a"
"FORT DUPONT TRIBUTARY","4_4_DDT",NA,"DDT",13,2021,1,"2020",13,1,0,1,2020-09-10,"2020",NA,"Never",2020-09-10,"2020",9,0,9,13,2021,1,"2020",1,0,1,13,2021,1,"2020",1,0,1,1,1,1,9,2020-09-10,"Not Listed","1E-3","0.28 - 3.7","greater than 1","1.1000000000000001","0.000255 - 0.00336","less than 1","1E-3","greater than 1","3e-05","9.33 - 123","greater than 1","Non-tidal","NA - not sampled","No",18,"Category 3","Move to Category 3"
"FORT STANTON TRIBUTARY","4_4_DDT",NA,"DDT",17,2021,0,"Never",16,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,17,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,0,0,0,0,NA,"Not Listed","1E-3","0.28 - 3.7","greater than 1","1.1000000000000001","0.000255 - 0.00336","less than 1","1E-3","greater than 1","3e-05","9.33 - 123","greater than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"HICKEY RUN","4_4_DDT",NA,"DDT",6,2019,0,"Never",5,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,6,2019,0,"Never",0,0,0,3,2019,0,"Never",0,0,0,0,0,0,0,NA,"3","1E-3","0.28 - 3.7","greater than 1","1.1000000000000001","0.000255 - 0.00336","less than 1","1E-3","greater than 1","3e-05","9.33 - 123","greater than 1","Non-tidal","NA - not sampled","No",9,"Category 3","Keep in Category 3"
"KINGMAN LAKE","4_4_DDT",NA,"DDT",25,2019,3,"2016",13,2,0,3,2016-10-05,"2016",NA,"Never",2016-12-01,"2016",10,0,3,25,2019,3,"2016",2,0,3,15,2019,2,"2016",1,0,2,2,2,1,10,2016-10-05,"3","1E-3","0.28 - 3.7","greater than 1","1.1000000000000001","0.000255 - 0.00336","less than 1","1E-3","greater than 1","3e-05","9.33 - 123","greater than 1","Tidal","No exceedances","Yes",7,"Category 5","Move to Category 5"
"KLINGLE VALLEY","4_4_DDT",NA,"DDT",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"3","1E-3","0.28 - 3.7","greater than 1","1.1000000000000001","0.000255 - 0.00336","less than 1","1E-3","greater than 1","3e-05","9.33 - 123","greater than 1","Non-tidal","NA - not sampled","No",8,"Category 2","Remove from Category 3"
"LUZON BRANCH","4_4_DDT",NA,"DDT",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"3","1E-3","0.28 - 3.7","greater than 1","1.1000000000000001","0.000255 - 0.00336","less than 1","1E-3","greater than 1","3e-05","9.33 - 123","greater than 1","Non-tidal","NA - not sampled","No",8,"Category 2","Remove from Category 3"
"MELVIN HAZEN VALLEY BRANCH","4_4_DDT",NA,"DDT",14,2021,2,"2020",14,2,0,2,2020-08-12,"2020",NA,"Never",2020-08-12,"2020",10,0,10,14,2021,2,"2020",2,0,2,13,2021,2,"2020",2,0,2,2,2,2,10,2020-08-12,"3","1E-3","0.28 - 3.7","greater than 1","1.1000000000000001","0.000255 - 0.00336","less than 1","1E-3","greater than 1","3e-05","9.33 - 123","greater than 1","Non-tidal","NA - not sampled","No",7,"Category 5","Move to Category 5"
"NASH RUN","4_4_DDT",NA,"DDT",7,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,7,2019,0,"Never",0,0,0,3,2019,0,"Never",0,0,0,0,0,0,0,NA,"3","1E-3","0.28 - 3.7","greater than 1","1.1000000000000001","0.000255 - 0.00336","less than 1","1E-3","greater than 1","3e-05","9.33 - 123","greater than 1","Non-tidal","NA - not sampled","No",9,"Category 3","Keep in Category 3"
"NORMANSTONE CREEK","4_4_DDT",NA,"DDT",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"Not Listed","1E-3","0.28 - 3.7","greater than 1","1.1000000000000001","0.000255 - 0.00336","less than 1","1E-3","greater than 1","3e-05","9.33 - 123","greater than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"OXON RUN","4_4_DDT",NA,"DDT",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"3","1E-3","0.28 - 3.7","greater than 1","1.1000000000000001","0.000255 - 0.00336","less than 1","1E-3","greater than 1","3e-05","9.33 - 123","greater than 1","Non-tidal","NA - not sampled","No",8,"Category 2","Remove from Category 3"
"PINEHURST BRANCH","4_4_DDT",NA,"DDT",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"3","1E-3","0.28 - 3.7","greater than 1","1.1000000000000001","0.000255 - 0.00336","less than 1","1E-3","greater than 1","3e-05","9.33 - 123","greater than 1","Non-tidal","NA - not sampled","No",8,"Category 2","Remove from Category 3"
"PINEY BRANCH","4_4_DDT",NA,"DDT",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"3","1E-3","0.28 - 3.7","greater than 1","1.1000000000000001","0.000255 - 0.00336","less than 1","1E-3","greater than 1","3e-05","9.33 - 123","greater than 1","Non-tidal","NA - not sampled","No",8,"Category 2","Remove from Category 3"
"POPE BRANCH","4_4_DDT",NA,"DDT",7,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,7,2019,0,"Never",0,0,0,4,2019,0,"Never",0,0,0,0,0,0,0,NA,"3","1E-3","0.28 - 3.7","greater than 1","1.1000000000000001","0.000255 - 0.00336","less than 1","1E-3","greater than 1","3e-05","9.33 - 123","greater than 1","Non-tidal","NA - not sampled","No",9,"Category 3","Keep in Category 3"
